code,name,cause_group,death_circumstance,coronial_investigation_risk,registration_complexity
Q04.2,Holoprosencephaly,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q04.3,Other reduction deformities of brain,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q04.4,Septo-optic dysplasia,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q04.5,Megalencephaly,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q04.6,Congenital cerebral cysts,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q04.8,Other specified congenital malformations of brain,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q04.9,"Congenital malformation of brain, unspecified","Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q05,Spina bifida,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q05.0,Cervical spina bifida with hydrocephalus,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q05.1,Thoracic spina bifida with hydrocephalus,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q05.2,Lumbar spina bifida with hydrocephalus,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q05.3,Sacral spina bifida with hydrocephalus,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q05.4,Unspecified spina bifida with hydrocephalus,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q05.5,Cervical spina bifida without hydrocephalus,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q05.6,Thoracic spina bifida without hydrocephalus,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q05.7,Lumbar spina bifida without hydrocephalus,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q05.8,Sacral spina bifida without hydrocephalus,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q05.9,"Spina bifida, unspecified","Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q06,Other congenital malformations of spinal cord,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q06.0,Amyelia,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q06.1,Hypoplasia and dysplasia of spinal cord,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q06.2,Diastematomyelia,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q06.3,Other congenital cauda equina malformations,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q06.4,Hydromyelia,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q06.8,Other specified congenital malformations of spinal cord,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q06.9,"Congenital malformation of spinal cord, unspecified","Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q07,Other congenital malformations of nervous system,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q07.0,Arnold-Chiari syndrome,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q07.8,Other specified congenital malformations of nervous system,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q07.9,"Congenital malformation of nervous system, unspecified","Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q10,"Congenital malformations of eyelid, lacrimal apparatus and orbit","Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q10.0,Congenital ptosis,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q10.1,Congenital ectropion,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q10.2,Congenital entropion,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q10.3,Other congenital malformations of eyelid,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q10.4,Absence and agenesis of lacrimal apparatus,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q10.5,Congenital stenosis and stricture of lacrimal duct,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q10.6,Other congenital malformations of lacrimal apparatus,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q10.7,Congenital malformation of orbit,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q11,"Anophthalmos, microphthalmos and macrophthalmos","Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q11.0,Cystic eyeball,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q11.1,Other anophthalmos,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q11.2,Microphthalmos,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q11.3,Macrophthalmos,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q12,Congenital lens malformations,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q12.0,Congenital cataract,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q12.1,Congenital displaced lens,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q12.2,Coloboma of lens,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q12.3,Congenital aphakia,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q12.4,Spherophakia,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q12.8,Other congenital lens malformations,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q12.9,"Congenital lens malformation, unspecified","Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q13,Congenital malformations of anterior segment of eye,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q13.0,Coloboma of iris,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q13.1,Absence of iris,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q13.2,Other congenital malformations of iris,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q13.3,Congenital corneal opacity,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q13.4,Other congenital corneal malformations,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q13.5,Blue sclera,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q13.8,Other congenital malformations of anterior segment of eye,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q13.9,"Congenital malformation of anterior segment of eye, unspecified","Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q14,Congenital malformations of posterior segment of eye,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q14.0,Congenital malformation of vitreous humour,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q14.1,Congenital malformation of retina,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q14.2,Congenital malformation of optic disc,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q14.3,Congenital malformation of choroid,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q14.8,Other congenital malformations of posterior segment of eye,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q14.9,"Congenital malformation of posterior segment of eye, unspecified","Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q15,Other congenital malformations of eye,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q15.0,Congenital glaucoma,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q15.8,Other specified congenital malformations of eye,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q15.9,"Congenital malformation of eye, unspecified","Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q16,Congenital malformations of ear causing impairment of hearing,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q16.0,Congenital absence of (ear) auricle,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q16.1,"Congenital absence, atresia and stricture of auditory canal (external)","Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q16.2,Absence of eustachian tube,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q16.3,Congenital malformation of ear ossicles,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q16.4,Other congenital malformations of middle ear,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q16.5,Congenital malformation of inner ear,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q16.9,"Congenital malformation of ear causing impairment of hearing, unspecified","Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q17,Other congenital malformations of ear,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q17.0,Accessory auricle,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q17.1,Macrotia,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q17.2,Microtia,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q17.3,Other misshapen ear,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q17.4,Misplaced ear,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q17.5,Prominent ear,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q17.8,Other specified congenital malformations of ear,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q17.9,"Congenital malformation of ear, unspecified","Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q18,Other congenital malformations of face and neck,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q18.0,"Sinus, fistula and cyst of branchial cleft","Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
Q18.1,Preauricular sinus and cyst,"Perinatal, congenital and maternal causes",Expected medically managed,Low,Enhanced
